transaction,account,amount,cur
104803,101101,9.94,USD
104804,101101,7.74,USD
104805,101101,1.95,USD
104806,101101,5.74,USD
104807,101101,7.54,USD
104808,101101,13.62,USD
104809,101101,6.93,USD
104810,101101,-0.05,USD
104811,101101,9.49,USD
104812,101101,13.36,USD
104813,101101,12.94,USD
104814,101101,16.12,USD
104815,101101,6.25,USD
104816,101101,4.57,USD
104817,101101,16.99,USD
104818,101101,4.30,USD
104819,101101,5.05,USD
104820,101101,14.65,USD
104821,101101,5.52,USD
104822,101101,9.92,USD
104823,101101,10.26,USD
104824,101101,3.46,USD
104825,101101,11.17,USD
104826,101101,6.80,USD
104827,101102,6.30,EUR
104828,101101,19.56,USD
104829,101102,13.09,EUR
104830,101101,11.88,USD
104831,101101,13.97,USD
104832,101101,12.29,USD
104833,101101,13.94,USD
104834,101101,7.31,USD
104835,101102,11.28,EUR
104836,101101,1.85,USD
104837,101101,16.29,USD
104838,101101,8.24,USD
104839,101102,10.44,EUR
104840,101101,14.08,USD
104841,101101,11.64,USD
104842,101101,15.13,USD
104843,101101,9.59,USD
104844,101101,8.04,USD
104845,101101,4.34,USD
104846,101101,9.01,USD
104847,101101,15.35,USD
104848,101101,18.23,USD
104849,101101,16.81,USD
104850,101101,9.52,USD
104851,101102,11.84,EUR
104852,101101,7.61,USD
104853,101101,10.20,USD
104854,101101,7.92,USD
104855,101101,1.06,USD
104856,101101,15.38,USD
104857,101101,7.79,USD
104858,101102,7.38,EUR
104859,101101,13.59,USD
104860,101102,13.04,EUR
104861,101101,6.27,USD
104862,101101,15.86,USD
104863,101101,6.29,USD
104864,101101,8.52,USD
104865,101101,-2.74,USD
104866,101101,6.96,USD
104867,101101,2.24,USD
104868,101101,4.69,USD
104869,101101,5.44,USD
104870,101101,9.22,USD
104871,101101,23.05,USD
104872,101101,11.31,USD
104873,101101,17.70,USD
104874,101101,16.01,USD
104875,101101,6.11,USD
104876,101101,8.20,USD
104877,101101,13.09,USD
104878,101101,8.06,USD
104879,101102,6.57,EUR
104880,101101,11.83,USD
104881,101101,13.74,USD
104882,101101,9.97,USD
104883,101101,6.34,USD
104884,101102,14.02,EUR
104885,101101,1.44,USD
104886,101101,5.59,USD
104887,101102,6.36,EUR
104888,101101,10.26,USD
104889,101101,8.53,USD
104890,101101,7.23,USD
104891,101101,3.58,USD
104892,101101,9.96,USD
104893,101101,11.40,USD
104894,101101,13.56,USD
104895,101101,7.29,USD
104896,101101,0.31,USD
104897,101101,8.48,USD
104898,101101,10.75,USD
104899,101101,-0.25,USD
104900,101101,15.28,USD
104901,101101,15.50,USD
104902,101102,11.08,EUR
104903,101101,6.03,USD
104904,101101,7.23,USD
104905,101101,6.55,USD
104906,101101,16.18,USD
104907,101102,1.07,EUR
104908,101101,6.87,USD
104909,101101,12.26,USD
104910,101101,13.82,USD
104911,101101,10.63,USD
104912,101101,6.15,USD
104913,101102,11.16,EUR
104914,101101,9.94,USD
104915,101101,9.58,USD
104916,101101,13.73,USD
104917,101101,8.72,USD
104918,101102,16.42,EUR
104919,101101,-0.24,USD
104920,101101,17.42,USD
104921,101101,9.26,USD
104922,101101,7.37,USD
104923,101102,9.38,EUR
104924,101101,15.98,USD
104925,101101,8.33,USD
104926,101101,3.41,USD
104927,101102,11.15,EUR
104928,101101,20.30,USD
104929,101101,10.27,USD
104930,101101,5.31,USD
104931,101101,6.50,USD
104932,101101,25.26,USD
104933,101101,16.85,USD
104934,101102,8.65,EUR
104935,101101,12.19,USD
104936,101101,19.67,USD
104937,101101,5.90,USD
104938,101101,-0.09,USD
104939,101101,9.99,USD
104940,101101,12.16,USD
104941,101101,5.11,USD
104942,101101,17.14,USD
104943,101102,15.54,EUR
104944,101101,16.52,USD
104945,101101,3.85,USD
104946,101101,13.96,USD
104947,101102,5.48,EUR
104948,101101,6.60,USD
104949,101102,9.15,EUR
104950,101101,4.60,USD
104951,101101,5.27,USD
104952,101101,21.70,USD
104953,101101,-0.82,USD
104954,101101,7.26,USD
104955,101102,14.69,EUR
104956,101101,4.74,USD
104957,101101,11.11,USD
104958,101101,12.08,USD
104959,101101,15.60,USD
104960,101101,11.97,USD
104961,101101,9.44,USD
104962,101101,12.58,USD
104963,101102,18.41,EUR
104964,101101,18.03,USD
104965,101101,15.47,USD
104966,101102,19.80,EUR
104967,101101,11.62,USD
104968,101101,12.56,USD
104969,101101,18.68,USD
104970,101101,19.81,USD
104971,101102,10.31,EUR
104972,101101,23.67,USD
104973,101101,15.66,USD
104974,101101,5.51,USD
104975,101101,11.09,USD
104976,101102,2.04,EUR
104977,101101,11.24,USD
104978,101102,13.18,EUR
104979,101102,3.83,EUR
104980,101101,8.54,USD
104981,101101,15.20,USD
104982,101101,-1.59,USD
104983,101101,15.64,USD
104984,101102,9.75,EUR
104985,101101,13.39,USD
104986,101101,10.91,USD
104987,101101,7.56,USD
104988,101101,12.63,USD
104989,101101,15.61,USD
104990,101101,6.76,USD
104991,101101,10.08,USD
104992,101102,15.24,EUR
104993,101101,10.63,USD
104994,101101,17.23,USD
104995,101102,7.42,EUR
104996,101101,7.90,USD
104997,101101,18.84,USD
104998,101101,5.88,USD
104999,101101,18.69,USD
105000,101101,8.26,USD
105001,101101,2.52,USD
105002,101101,16.27,USD
105003,101101,6.27,USD
105004,101102,4.36,EUR
105005,101101,2.07,USD
105006,101101,13.09,USD
105007,101101,6.63,USD
105008,101101,7.38,USD
105009,101101,17.27,USD
105010,101101,17.86,USD
105011,101101,17.06,USD
105012,101101,11.32,USD
105013,101101,8.39,USD
105014,101101,9.12,USD
105015,101101,11.53,USD
105016,101101,16.49,USD
105017,101102,3.87,EUR
105018,101101,4.91,USD
105019,101102,9.04,EUR
105020,101101,7.98,USD
105021,101101,13.34,USD
105022,101101,12.62,USD
105023,101101,0.29,USD
105024,101102,23.86,EUR
105025,101101,4.02,USD
105026,101101,18.08,USD
105027,101101,4.49,USD
105028,101101,15.12,USD
105029,101101,17.17,USD
105030,101101,18.84,USD
105031,101101,19.97,USD
105032,101101,11.98,USD
105033,101102,9.82,EUR
105034,101102,14.58,EUR
105035,101101,12.74,USD
105036,101101,4.54,USD
105037,101101,14.21,USD
105038,101101,12.26,USD
105039,101102,14.77,EUR
105040,101101,10.41,USD
105041,101101,2.73,USD
105042,101101,12.26,USD
105043,101101,7.81,USD
105044,101101,11.46,USD
105045,101101,13.28,USD
105046,101101,8.88,USD
105047,101101,13.59,USD
105048,101102,8.96,EUR
105049,101101,7.22,USD
105050,101101,5.14,USD
105051,101102,11.94,EUR
105052,101101,4.03,USD
105053,101101,7.47,USD
105054,101102,5.04,EUR
105055,101101,3.69,USD
105056,101101,18.78,USD
105057,101101,18.04,USD
105058,101102,8.99,EUR
105059,101101,12.93,USD
105060,101101,-3.14,USD
105061,101101,3.65,USD
105062,101101,10.02,USD
105063,101102,10.13,EUR
105064,101101,-1.17,USD
105065,101101,0.56,USD
105066,101102,7.37,EUR
105067,101102,8.29,EUR
105068,101101,16.70,USD
105069,101102,13.08,EUR
105070,101101,12.01,USD
105071,101102,19.83,EUR
105072,101101,12.21,USD
105073,101101,8.29,USD
105074,101101,2.40,USD
105075,101101,7.00,USD
105076,101101,9.21,USD
105077,101101,9.93,USD
105078,101101,7.38,USD
105079,101101,10.31,USD
105080,101102,3.52,EUR
105081,101101,10.20,USD
105082,101102,1.28,EUR
105083,101102,7.15,EUR
105084,101101,-1.94,USD
105085,101101,9.43,USD
105086,101102,13.25,EUR
105087,101102,10.84,EUR
105088,101102,13.29,EUR
105089,101102,15.02,EUR
105090,101101,12.71,USD
105091,101102,9.63,EUR
105092,101102,16.56,EUR
105093,101102,10.39,EUR
105094,101101,13.01,USD
105095,101101,16.63,USD
105096,101101,15.38,USD
105097,101101,7.06,USD
105098,101101,7.98,USD
105099,101101,8.72,USD
105100,101102,3.47,EUR
105101,101101,11.65,USD
105102,101102,10.13,EUR
105103,101101,3.20,USD
105104,101101,10.24,USD
105105,101101,6.87,USD
105106,101101,9.09,USD
105107,101101,8.44,USD
105108,101102,3.12,EUR
105109,101101,7.53,USD
105110,101101,1.98,USD
105111,101101,13.26,USD
105112,101101,7.81,USD
105113,101101,14.43,USD
105114,101101,10.72,USD
105115,101101,1.24,USD
105116,101101,18.20,USD
105117,101101,11.82,USD
105118,101102,7.10,EUR
105119,101101,5.58,USD
105120,101101,-0.13,USD
105121,101101,13.71,USD
105122,101101,7.71,USD
105123,101102,12.68,EUR
105124,101101,4.97,USD
105125,101102,9.82,EUR
105126,101102,5.19,EUR
105127,101101,15.08,USD
105128,101101,18.94,USD
105129,101101,9.16,USD
105130,101101,5.47,USD
105131,101102,3.85,EUR
105132,101101,15.84,USD
105133,101101,9.24,USD
105134,101102,3.60,EUR
105135,101101,3.45,USD
105136,101102,6.05,EUR
105137,101101,17.99,USD
105138,101101,7.52,USD
105139,101101,13.98,USD
105140,101101,17.56,USD
105141,101101,18.44,USD
105142,101102,10.40,EUR
105143,101101,2.10,USD
105144,101101,3.12,USD
105145,101101,10.93,USD
105146,101101,8.65,USD
105147,101101,11.04,USD
105148,101102,3.26,EUR
105149,101101,18.00,USD
105150,101101,7.54,USD
105151,101101,8.30,USD
105152,101101,4.65,USD
105153,101101,11.18,USD
105154,101101,2.12,USD
105155,101101,13.92,USD
105156,101101,17.13,USD
105157,101102,18.09,EUR
105158,101101,12.61,USD
105159,101101,3.39,USD
105160,101101,9.05,USD
105161,101101,4.37,USD
105162,101101,2.62,USD
105163,101101,15.62,USD
105164,101101,16.73,USD
105165,101101,8.47,USD
105166,101101,6.35,USD
105167,101101,15.06,USD
105168,101101,11.69,USD
105169,101102,10.79,EUR
105170,101101,16.36,USD
105171,101102,14.38,EUR
105172,101101,13.34,USD
105173,101101,10.56,USD
105174,101101,9.16,USD
105175,101101,12.49,USD
105176,101101,8.29,USD
105177,101101,18.88,USD
105178,101101,24.57,USD
105179,101102,3.36,EUR
105180,101101,11.13,USD
105181,101101,6.11,USD
105182,101101,14.26,USD
105183,101101,2.95,USD
105184,101102,10.09,EUR
105185,101101,7.98,USD
105186,101101,4.77,USD
105187,101101,11.32,USD
105188,101101,5.96,USD
105189,101101,8.92,USD
105190,101101,13.35,USD
105191,101102,8.63,EUR
105192,101102,6.50,EUR
105193,101102,10.90,EUR
105194,101101,14.39,USD
105195,101101,5.48,USD
105196,101102,6.01,EUR
105197,101101,8.29,USD
105198,101102,7.79,EUR
105199,101102,12.92,EUR
105200,101102,8.00,EUR
105201,101101,19.69,USD
105202,101102,13.69,EUR
105203,101101,6.68,USD
105204,101102,11.03,EUR
105205,101101,3.64,USD
105206,101101,7.95,USD
105207,101101,19.50,USD
105208,101102,7.20,EUR
105209,101102,3.87,EUR
105210,101101,4.48,USD
105211,101101,14.68,USD
105212,101101,2.55,USD
105213,101101,8.88,USD
105214,101101,4.27,USD
105215,101101,20.22,USD
105216,101101,12.00,USD
105217,101101,17.56,USD
105218,101101,11.28,USD
105219,101101,9.94,USD
105220,101101,2.74,USD
105221,101101,15.73,USD
105222,101101,6.76,USD
105223,101101,3.56,USD
105224,101101,13.82,USD
105225,101101,3.72,USD
105226,101101,19.57,USD
105227,101101,10.12,USD
105228,101101,8.56,USD
105229,101101,10.23,USD
105230,101101,16.75,USD
105231,101101,21.14,USD
105232,101101,7.49,USD
105233,101101,10.71,USD
105234,101102,10.02,EUR
105235,101101,11.43,USD
105236,101102,8.79,EUR
105237,101101,8.92,USD
105238,101101,8.87,USD
105239,101101,5.32,USD
105240,101101,8.84,USD
105241,101101,10.58,USD
105242,101101,12.65,USD
105243,101101,12.19,USD
105244,101101,7.29,USD
105245,101101,2.13,USD
105246,101102,12.00,EUR
105247,101102,2.61,EUR
105248,101101,13.82,USD
105249,101101,9.00,USD
105250,101101,13.19,USD
105251,101101,7.17,USD
105252,101101,0.20,USD
105253,101102,12.23,EUR
105254,101102,2.35,EUR
105255,101102,15.19,EUR
105256,101101,18.57,USD
105257,101101,10.10,USD
105258,101101,21.93,USD
105259,101102,11.63,EUR
105260,101101,17.67,USD
105261,101101,12.56,USD
105262,101102,11.31,EUR
105263,101101,14.72,USD
105264,101102,5.81,EUR
105265,101101,9.65,USD
105266,101101,5.99,USD
105267,101102,12.89,EUR
105268,101101,9.48,USD
105269,101102,18.86,EUR
105270,101101,15.21,USD
105271,101101,18.88,USD
105272,101101,13.41,USD
105273,101102,9.52,EUR
105274,101101,10.88,USD
105275,101101,15.26,USD
105276,101101,11.57,USD
105277,101101,6.65,USD
105278,101101,9.70,USD
105279,101101,-2.39,USD
105280,101101,13.32,USD
105281,101101,5.26,USD
105282,101101,8.83,USD
105283,101101,8.17,USD
105284,101101,14.88,USD
105285,101101,3.82,USD
105286,101102,12.24,EUR
105287,101101,6.11,USD
105288,101101,17.28,USD
105289,101101,6.99,USD
105290,101101,13.47,USD
105291,101102,3.67,EUR
105292,101101,23.27,USD
105293,101101,17.19,USD
105294,101102,7.88,EUR
105295,101101,16.54,USD
105296,101101,21.38,USD
105297,101101,13.15,USD
105298,101101,10.80,USD
105299,101101,13.43,USD
105300,101101,15.25,USD
105301,101101,1.03,USD
105302,101101,5.03,USD
105303,101101,7.04,USD
105304,101102,12.79,EUR
105305,101101,2.92,USD
105306,101102,16.98,EUR
105307,101101,4.42,USD
105308,101101,12.60,USD
105309,101101,7.18,USD
105310,101101,7.84,USD
105311,101101,15.85,USD
105312,101101,15.77,USD
105313,101102,7.71,EUR
105314,101102,11.53,EUR
105315,101101,5.21,USD
105316,101101,10.36,USD
105317,101101,-1.57,USD
105318,101101,4.34,USD
105319,101101,9.06,USD
105320,101101,11.21,USD
105321,101101,12.07,USD
105322,101101,6.64,USD
105323,101101,13.14,USD
105324,101101,12.27,USD
105325,101101,18.99,USD
105326,101101,9.16,USD
105327,101101,14.01,USD
105328,101102,10.42,EUR
105329,101101,4.05,USD
105330,101101,7.82,USD
105331,101101,7.50,USD
105332,101101,4.15,USD
105333,101101,10.52,USD
105334,101101,9.63,USD
105335,101101,4.87,USD
105336,101101,11.87,USD
105337,101102,10.65,EUR
105338,101101,3.11,USD
105339,101101,12.85,USD
105340,101101,11.29,USD
105341,101101,11.20,USD
105342,101101,8.92,USD
105343,101101,13.53,USD
105344,101102,2.78,EUR
105345,101102,8.41,EUR
105346,101101,11.78,USD
105347,101102,6.27,EUR
105348,101101,9.16,USD
105349,101102,15.54,EUR
105350,101102,7.31,EUR
105351,101101,9.76,USD
105352,101101,17.71,USD
105353,101101,14.53,USD
105354,101102,5.35,EUR
105355,101102,16.33,EUR
105356,101101,8.93,USD
105357,101101,2.98,USD
105358,101101,19.57,USD
105359,101101,4.82,USD
105360,101101,9.21,USD
105361,101101,15.64,USD
105362,101101,2.13,USD
105363,101102,10.83,EUR
105364,101102,6.41,EUR
105365,101101,15.61,USD
105366,101101,10.93,USD
105367,101101,9.12,USD
105368,101102,9.44,EUR
105369,101102,16.54,EUR
105370,101101,11.08,USD
105371,101101,10.31,USD
105372,101101,8.93,USD
105373,101101,-3.58,USD
105374,101101,10.65,USD
105375,101102,12.09,EUR
105376,101101,19.44,USD
105377,101101,0.62,USD
105378,101101,-0.23,USD
105379,101101,7.33,USD
105380,101101,11.98,USD
105381,101101,4.63,USD
105382,101102,8.63,EUR
105383,101102,12.23,EUR
105384,101102,13.78,EUR
105385,101101,11.02,USD
105386,101102,6.24,EUR
105387,101102,6.14,EUR
105388,101102,12.44,EUR
105389,101101,9.86,USD
105390,101101,12.34,USD
105391,101101,11.37,USD
105392,101101,5.63,USD
105393,101101,13.91,USD
105394,101101,15.36,USD
105395,101101,18.96,USD
105396,101102,17.64,EUR
105397,101101,11.79,USD
105398,101101,11.85,USD
105399,101101,7.65,USD
105400,101101,10.41,USD
105401,101101,16.27,USD
105402,101101,12.28,USD
105403,101101,2.78,USD
105404,101101,5.53,USD
105405,101101,-0.72,USD
105406,101101,7.20,USD
105407,101101,6.50,USD
105408,101101,12.81,USD
105409,101101,9.41,USD
105410,101101,15.12,USD
105411,101102,10.52,EUR
105412,101101,15.70,USD
105413,101101,8.08,USD
105414,101102,7.21,EUR
105415,101101,8.43,USD
105416,101101,9.72,USD
105417,101101,12.48,USD
105418,101102,17.49,EUR
105419,101101,7.19,USD
105420,101101,4.32,USD
105421,101101,12.46,USD
105422,101101,14.04,USD
105423,101101,5.54,USD
105424,101101,9.52,USD
105425,101101,7.64,USD
105426,101101,10.42,USD
105427,101102,2.01,EUR
105428,101101,9.00,USD
105429,101101,13.79,USD
105430,101101,13.64,USD
105431,101101,10.38,USD
105432,101101,3.66,USD
105433,101102,10.26,EUR
105434,101101,4.56,USD
105435,101101,19.80,USD
105436,101101,3.81,USD
105437,101101,19.01,USD
105438,101102,12.75,EUR
105439,101101,4.16,USD
105440,101101,10.65,USD
105441,101101,5.11,USD
105442,101101,8.55,USD
105443,101102,15.47,EUR
105444,101101,3.01,USD
105445,101101,3.23,USD
105446,101101,16.79,USD
105447,101101,8.47,USD
105448,101102,17.08,EUR
105449,101101,15.84,USD
105450,101101,4.13,USD
105451,101102,12.49,EUR
105452,101101,12.86,USD
105453,101102,0.37,EUR
105454,101101,17.72,USD
105455,101101,16.99,USD
105456,101101,15.77,USD
105457,101101,0.85,USD
105458,101102,10.67,EUR
105459,101101,12.43,USD
105460,101101,11.61,USD
105461,101101,12.17,USD
105462,101101,8.55,USD
105463,101101,13.10,USD
105464,101101,9.40,USD
105465,101101,11.38,USD
105466,101101,12.69,USD
105467,101101,9.67,USD
105468,101101,12.58,USD
105469,101101,10.97,USD
105470,101101,16.24,USD
105471,101101,4.59,USD
105472,101101,10.38,USD
105473,101101,3.52,USD
105474,101101,-5.65,USD
105475,101102,8.48,EUR
105476,101102,17.53,EUR
105477,101101,15.39,USD
105478,101101,3.80,USD
105479,101101,12.47,USD
105480,101101,10.71,USD
105481,101101,4.42,USD
105482,101101,9.09,USD
105483,101101,13.48,USD
105484,101101,4.77,USD
105485,101101,5.11,USD
105486,101101,16.71,USD
105487,101101,-1.23,USD
105488,101101,11.79,USD
105489,101102,5.34,EUR
105490,101101,2.79,USD
105491,101101,12.13,USD
105492,101102,20.81,EUR
105493,101101,16.71,USD
105494,101102,5.32,EUR
105495,101101,1.83,USD
105496,101101,10.50,USD
105497,101102,16.23,EUR
105498,101101,6.20,USD
105499,101101,12.08,USD
105500,101102,14.85,EUR
105501,101102,12.95,EUR
105502,101101,7.50,USD
105503,101101,9.23,USD
105504,101101,14.30,USD
105505,101101,3.48,USD
105506,101101,5.42,USD
105507,101101,8.47,USD
105508,101101,16.98,USD
105509,101101,17.85,USD
105510,101101,1.16,USD
105511,101101,12.81,USD
105512,101101,11.98,USD
105513,101101,6.03,USD
105514,101101,10.75,USD
105515,101101,11.62,USD
105516,101101,16.06,USD
105517,101101,-2.67,USD
105518,101101,13.69,USD
105519,101101,2.87,USD
105520,101102,13.05,EUR
105521,101101,3.99,USD
105522,101101,10.65,USD
105523,101102,3.02,EUR
105524,101102,19.71,EUR
105525,101102,7.84,EUR
105526,101101,8.42,USD
105527,101101,9.97,USD
105528,101101,6.29,USD
105529,101101,21.26,USD
105530,101101,2.51,USD
105531,101101,5.73,USD
105532,101102,19.94,EUR
105533,101101,0.44,USD
105534,101101,5.85,USD
105535,101101,1.13,USD
105536,101101,9.53,USD
105537,101101,18.82,USD
105538,101101,1.20,USD
105539,101101,9.70,USD
105540,101102,6.05,EUR
105541,101101,19.23,USD
105542,101101,11.46,USD
105543,101101,13.44,USD
105544,101102,11.58,EUR
105545,101101,16.84,USD
105546,101101,12.45,USD
105547,101101,9.94,USD
105548,101101,6.80,USD
105549,101101,10.58,USD
105550,101102,6.64,EUR
105551,101101,14.80,USD
105552,101102,3.76,EUR
105553,101101,7.43,USD
105554,101102,9.21,EUR
105555,101101,0.97,USD
105556,101101,17.82,USD
105557,101101,14.51,USD
105558,101102,-0.47,EUR
105559,101101,7.88,USD
105560,101101,20.10,USD
105561,101101,2.87,USD
105562,101101,12.55,USD
105563,101101,9.13,USD
105564,101102,13.75,EUR
105565,101102,18.58,EUR
105566,101102,18.14,EUR
105567,101101,10.02,USD
105568,101101,11.66,USD
105569,101101,13.10,USD
105570,101101,13.17,USD
105571,101101,20.07,USD
105572,101101,3.03,USD
105573,101101,12.28,USD
105574,101101,8.27,USD
105575,101101,9.39,USD
105576,101101,11.94,USD
105577,101101,5.43,USD
105578,101102,9.64,EUR
105579,101102,9.97,EUR
105580,101101,8.83,USD
105581,101101,5.23,USD
105582,101101,24.20,USD
105583,101102,18.39,EUR
105584,101101,8.65,USD
105585,101101,14.35,USD
105586,101101,8.96,USD
105587,101101,3.62,USD
105588,101101,3.31,USD
105589,101101,14.72,USD
105590,101101,11.52,USD
105591,101101,17.16,USD
105592,101102,15.50,EUR
105593,101101,8.18,USD
105594,101101,11.95,USD
105595,101101,9.93,USD
105596,101101,1.80,USD
105597,101101,10.71,USD
105598,101101,9.98,USD
105599,101102,5.14,EUR
105600,101101,2.88,USD
105601,101101,19.87,USD
105602,101101,7.74,USD
105603,101101,5.35,USD
105604,101101,12.84,USD
105605,101102,7.74,EUR
105606,101101,14.53,USD
105607,101102,15.55,EUR
105608,101101,11.62,USD
105609,101101,14.28,USD
105610,101101,8.71,USD
105611,101101,9.21,USD
105612,101101,5.66,USD
105613,101101,8.62,USD
105614,101101,14.25,USD
105615,101101,13.50,USD
105616,101101,17.38,USD
105617,101101,5.52,USD
105618,101101,4.58,USD
105619,101101,10.99,USD
105620,101101,8.21,USD
105621,101101,10.70,USD
105622,101101,15.53,USD
105623,101101,5.32,USD
105624,101102,19.05,EUR
105625,101101,1.55,USD
105626,101101,12.40,USD
105627,101102,17.37,EUR
105628,101101,6.13,USD
105629,101101,10.28,USD
105630,101102,6.86,EUR
105631,101101,4.51,USD
105632,101102,12.91,EUR
105633,101101,13.02,USD
105634,101101,10.35,USD
105635,101102,11.96,EUR
105636,101101,12.72,USD
105637,101101,16.13,USD
105638,101101,13.28,USD
105639,101101,6.59,USD
105640,101101,9.01,USD
105641,101101,10.72,USD
105642,101101,17.85,USD
105643,101101,9.69,USD
105644,101102,16.48,EUR
105645,101102,3.05,EUR
105646,101102,18.06,EUR
105647,101101,14.36,USD
105648,101101,15.07,USD
105649,101101,8.65,USD
105650,101101,8.76,USD
105651,101101,0.95,USD
105652,101101,2.67,USD
105653,101101,12.29,USD
105654,101102,2.96,EUR
105655,101101,15.20,USD
105656,101101,14.71,USD
105657,101101,13.00,USD
105658,101101,-0.18,USD
105659,101101,10.72,USD
105660,101101,9.68,USD
105661,101101,6.83,USD
105662,101101,10.52,USD
105663,101101,1.91,USD
105664,101101,15.72,USD
105665,101101,4.88,USD
105666,101101,6.67,USD
105667,101101,9.75,USD
105668,101101,0.80,USD
105669,101101,14.41,USD
105670,101101,12.40,USD
105671,101101,12.49,USD
105672,101101,5.88,USD
105673,101101,8.95,USD
105674,101102,11.77,EUR
105675,101101,10.13,USD
105676,101101,3.52,USD
105677,101101,15.43,USD
105678,101101,18.08,USD
105679,101102,5.01,EUR
105680,101102,6.61,EUR
105681,101101,5.27,USD
105682,101102,3.07,EUR
105683,101101,12.40,USD
105684,101101,18.28,USD
105685,101101,6.34,USD
105686,101101,8.37,USD
105687,101101,8.53,USD
105688,101101,5.24,USD
105689,101101,7.84,USD
105690,101101,7.76,USD
105691,101101,10.67,USD
105692,101101,11.09,USD
105693,101102,14.79,EUR
105694,101102,10.66,EUR
105695,101101,7.66,USD
105696,101101,9.85,USD
105697,101102,25.70,EUR
105698,101101,2.00,USD
105699,101102,8.70,EUR
105700,101101,5.84,USD
105701,101101,5.47,USD
105702,101101,8.30,USD
105703,101102,7.14,EUR
105704,101101,8.83,USD
105705,101101,9.40,USD
105706,101101,13.54,USD
105707,101101,3.31,USD
105708,101101,17.85,USD
105709,101102,3.19,EUR
105710,101101,5.09,USD
105711,101101,4.16,USD
105712,101101,16.74,USD
105713,101101,11.30,USD
105714,101101,8.95,USD
105715,101101,8.39,USD
105716,101102,8.80,EUR
105717,101102,19.57,EUR
105718,101101,12.88,USD
105719,101101,6.99,USD
105720,101101,4.63,USD
105721,101101,5.61,USD
105722,101101,9.48,USD
105723,101101,20.15,USD
105724,101101,7.05,USD
105725,101101,4.58,USD
105726,101101,7.53,USD
105727,101102,7.86,EUR
105728,101101,17.20,USD
105729,101102,5.46,EUR
105730,101101,15.27,USD
105731,101101,-0.49,USD
105732,101101,10.63,USD
105733,101101,8.99,USD
105734,101101,14.08,USD
105735,101101,12.89,USD
105736,101101,1.37,USD
105737,101101,15.60,USD
105738,101101,13.02,USD
105739,101101,3.00,USD
105740,101101,8.75,USD
105741,101101,11.16,USD
105742,101101,17.07,USD
105743,101101,7.52,USD
105744,101101,12.39,USD
105745,101101,17.37,USD
105746,101102,14.20,EUR
105747,101102,12.69,EUR
105748,101101,14.03,USD
105749,101101,10.82,USD
105750,101101,12.26,USD
105751,101101,6.96,USD
105752,101101,14.57,USD
105753,101101,14.07,USD
105754,101101,14.60,USD
105755,101101,12.25,USD
105756,101101,11.51,USD
105757,101101,-0.75,USD
105758,101102,7.87,EUR
105759,101101,13.07,USD
105760,101101,3.07,USD
105761,101101,8.58,USD
105762,101101,4.35,USD
105763,101101,15.21,USD
105764,101101,11.86,USD
105765,101102,13.40,EUR
105766,101101,7.31,USD
105767,101102,9.98,EUR
105768,101102,14.16,EUR
105769,101102,8.13,EUR
105770,101101,8.62,USD
105771,101101,5.11,USD
105772,101102,-1.38,EUR
105773,101101,10.27,USD
105774,101102,12.14,EUR
105775,101101,20.19,USD
105776,101101,4.97,USD
105777,101101,11.09,USD
105778,101101,11.04,USD
105779,101101,2.24,USD
105780,101101,8.07,USD
105781,101101,-1.07,USD
105782,101101,12.70,USD
105783,101101,13.52,USD
105784,101102,4.51,EUR
105785,101101,11.26,USD
105786,101101,2.57,USD
105787,101101,5.96,USD
105788,101101,4.29,USD
105789,101102,9.98,EUR
105790,101101,6.24,USD
105791,101101,3.07,USD
105792,101101,5.09,USD
105793,101101,11.30,USD
105794,101101,11.69,USD
105795,101101,10.59,USD
105796,101101,12.01,USD
105797,101101,9.37,USD
105798,101101,8.37,USD
105799,101102,6.29,EUR
105800,101101,15.80,USD
105801,101101,1.02,USD
105802,101101,-0.78,USD
105803,101101,1.98,USD
105804,101102,6.99,EUR
105805,101102,6.19,EUR
105806,101102,4.41,EUR
105807,101101,1.69,USD
105808,101101,17.39,USD
105809,101102,4.45,EUR
105810,101102,5.87,EUR
105811,101102,9.00,EUR
105812,101101,7.35,USD
105813,101101,10.77,USD
105814,101101,6.45,USD
105815,101102,3.02,EUR
105816,101102,2.73,EUR
105817,101101,7.29,USD
105818,101101,6.06,USD
105819,101101,5.96,USD
105820,101101,18.90,USD
105821,101101,7.44,USD
105822,101102,6.40,EUR
105823,101101,14.60,USD
105824,101102,6.83,EUR
105825,101101,14.90,USD
105826,101101,12.64,USD
105827,101101,19.80,USD
105828,101101,15.28,USD
105829,101101,12.02,USD
105830,101101,15.72,USD
105831,101102,16.36,EUR
105832,101101,16.69,USD
105833,101101,5.43,USD
105834,101102,7.55,EUR
105835,101101,8.26,USD
105836,101101,12.76,USD
105837,101101,9.98,USD
105838,101101,5.67,USD
105839,101102,0.12,EUR
105840,101101,14.79,USD
105841,101101,7.40,USD
105842,101102,11.05,EUR
105843,101102,10.42,EUR
105844,101101,8.60,USD
105845,101101,10.62,USD
105846,101101,14.08,USD
105847,101101,8.95,USD
105848,101101,4.58,USD
105849,101101,7.91,USD
105850,101101,10.44,USD
105851,101102,7.02,EUR
105852,101101,3.42,USD
105853,101101,17.40,USD
105854,101102,10.21,EUR
105855,101101,3.59,USD
105856,101101,12.44,USD
105857,101101,12.52,USD
105858,101101,4.57,USD
105859,101101,8.85,USD
